256	65536	865
512	65536	865
768	65536	865
1	65536	865
257	65536	865
513	65536	865
769	65536	865
2	65536	865
258	65536	865
514	65536	865
770	65536	865
3	65536	865
259	65536	865
515	65536	865
771	65536	865
256	262144	994
512	262144	994
768	262144	994
1	262144	994
257	262144	994
513	262144	994
769	262144	994
2	262144	994
258	262144	994
514	262144	994
770	262144	994
3	262144	994
259	262144	994
515	262144	994
771	262144	994
256	524288	1126
512	524288	1126
768	524288	1126
1	524288	1126
257	524288	1126
513	524288	1126
769	524288	1126
2	524288	1126
258	524288	1126
514	524288	1126
770	524288	1126
3	524288	1126
259	524288	1126
515	524288	1126
771	524288	1126
256	65536	3488
1	65536	3494
512	65536	3498
257	65536	3504
2	65536	3504
768	65536	3508
3	65536	3508
513	65536	3514
258	65536	3514
769	65536	3518
259	65536	3518
514	65536	3524
515	65536	3528
770	65536	3534
771	65536	3536
256	262144	3951
1	262144	3957
512	262144	3961
257	262144	3967
2	262144	3967
768	262144	3970
3	262144	3971
513	262144	3977
258	262144	3977
769	262144	3980
259	262144	3981
514	262144	3987
515	262144	3991
770	262144	3996
256	524288	4083
1	524288	4089
512	524288	4093
257	524288	4099
2	524288	4099
768	524288	4102
3	524288	4103
513	524288	4109
258	524288	4109
769	524288	4112
259	524288	4113
514	524288	4119
515	524288	4123
770	524288	4128
256	65536	4291
771	262144	4296
1	65536	4297
512	65536	4301
257	65536	4307
2	65536	4307
768	65536	4310
3	65536	4311
513	65536	4317
258	65536	4317
769	65536	4320
259	65536	4321
514	65536	4327
515	65536	4331
770	65536	4336
256	262144	4420
1	262144	4426
771	524288	4428
512	262144	4430
257	262144	4436
2	262144	4436
768	262144	4439
3	262144	4440
513	262144	4446
258	262144	4446
769	262144	4449
259	262144	4450
514	262144	4456
515	262144	4460
770	262144	4465
256	524288	4552
1	524288	4558
512	524288	4562
257	524288	4568
2	524288	4568
768	524288	4571
3	524288	4572
513	524288	4578
258	524288	4578
769	524288	4581
259	524288	4582
514	524288	4588
515	524288	4592
770	524288	4597
771	65536	4636
256	65536	4760
771	262144	4765
1	65536	4766
512	65536	4770
257	65536	4776
2	65536	4776
768	65536	4779
3	65536	4780
513	65536	4786
258	65536	4786
769	65536	4789
259	65536	4790
514	65536	4796
515	65536	4800
770	65536	4805
256	262144	4889
1	262144	4895
771	524288	4897
512	262144	4899
257	262144	4905
2	262144	4905
768	262144	4908
3	262144	4909
513	262144	4915
258	262144	4915
769	262144	4918
259	262144	4919
514	262144	4925
515	262144	4929
770	262144	4934
256	524288	5021
1	524288	5027
512	524288	5031
257	524288	5037
2	524288	5037
768	524288	5040
3	524288	5041
513	524288	5047
258	524288	5047
769	524288	5050
259	524288	5051
514	524288	5057
515	524288	5061
770	524288	5066
771	65536	5105
771	262144	5234
771	524288	5366
514	65536	12711
257	65536	13420
514	262144	16182
514	524288	16314
514	65536	16522
257	262144	16927
257	524288	17059
257	65536	18119
514	262144	18694
514	524288	18826
256	65536	19776
1	65536	19782
512	65536	19786
2	65536	19792
768	65536	19796
3	65536	19796
513	65536	19802
258	65536	19802
769	65536	19806
259	65536	19806
514	65536	19812
515	65536	19816
770	65536	19822
771	65536	19824
256	262144	19905
1	262144	19911
512	262144	19915
2	262144	19921
768	262144	19925
3	262144	19925
513	262144	19931
258	262144	19931
769	262144	19935
259	262144	19935
514	262144	19941
515	262144	19945
770	262144	19951
771	262144	19953
256	524288	20037
1	524288	20043
512	524288	20047
2	524288	20053
768	524288	20057
3	524288	20057
513	524288	20063
258	524288	20063
769	524288	20067
259	524288	20067
514	524288	20073
515	524288	20077
770	524288	20083
771	524288	20085
257	262144	20440
257	524288	20572
257	65536	20780
257	262144	20909
257	524288	21041
769	65536	26878
1	65536	27581
769	262144	30712
769	524288	30844
769	65536	31052
1	262144	31415
1	524288	31547
256	65536	31900
1	65536	31906
512	65536	31910
257	65536	31916
2	65536	31916
768	65536	31920
3	65536	31920
513	65536	31926
258	65536	31926
259	65536	31930
514	65536	31936
515	65536	31940
770	65536	31946
771	65536	31948
256	262144	32118
1	262144	32121
512	262144	32129
2	262144	32131
3	262144	32131
768	262144	32134
259	262144	32147
515	262144	32158
771	262144	32161
770	262144	32163
256	524288	32250
1	524288	32253
512	524288	32261
2	524288	32263
3	524288	32263
768	524288	32266
259	524288	32279
515	524288	32290
771	524288	32293
770	524288	32295
257	262144	32427
258	262144	32435
513	262144	32441
257	524288	32559
258	524288	32567
513	524288	32573
256	65536	32654
1	65536	32660
512	65536	32664
2	65536	32670
768	65536	32674
3	65536	32674
259	65536	32684
515	65536	32694
770	65536	32700
771	65536	32702
257	65536	32767
258	65536	32775
513	65536	32781
514	262144	32815
514	524288	32947
256	262144	33088
1	262144	33094
512	262144	33098
2	262144	33104
768	262144	33108
3	262144	33108
259	262144	33118
515	262144	33128
770	262144	33134
771	262144	33136
769	262144	33148
514	65536	33155
256	524288	33220
1	524288	33226
512	524288	33230
2	524288	33236
768	524288	33240
3	524288	33240
259	524288	33250
515	524288	33260
770	524288	33266
771	524288	33268
769	256	33295
1	65536	33434
769	65536	33503
769	262144	33707
769	256	33844
769	65536	34052
257	262144	34284
258	262144	34293
513	262144	34301
257	524288	34416
258	524288	34425
513	524288	34433
769	262144	34473
769	256	34610
514	262144	34725
514	524288	34857
256	65536	35415
512	65536	35425
257	65536	35431
2	65536	35431
768	65536	35435
3	65536	35435
513	65536	35441
258	65536	35441
259	65536	35445
514	65536	35451
515	65536	35455
770	65536	35461
771	65536	35463
1	262144	35530
1	257	35677
769	65536	35710
1	65536	35885
256	262144	37031
512	262144	37041
2	262144	37047
768	262144	37051
3	262144	37051
513	262144	37057
258	262144	37057
259	262144	37061
515	262144	37071
770	262144	37077
771	262144	37079
257	262144	37131
256	524288	37163
512	524288	37173
2	524288	37179
768	524288	37183
3	524288	37183
513	524288	37189
258	524288	37189
259	524288	37193
515	524288	37203
770	524288	37209
771	524288	37211
257	1	37278
769	262144	37313
514	262144	37373
769	256	37450
1	262144	37488
514	0	37520
1	257	37625
257	262144	40613
257	524288	40737
514	65536	40795
1	262144	40960
1	524288	41084
1	65536	41292
514	0	41443
257	65536	41477
257	262144	41843
1	262144	41849
1	524288	41981
257	1	41990
1	65536	42189
257	262144	44470
1	262144	44508
257	524288	44594
1	524288	44640
514	65536	44743
769	65536	44999
514	0	45383
257	65536	45417
769	256	45711
257	262144	45783
769	65536	45887
257	1	45930
769	262144	46431
769	256	46568
769	65536	46776
257	262144	48410
514	65536	48457
257	524288	48534
1	65536	48604
769	262144	48649
769	256	48786
1	262144	48970
1	257	49117
514	0	49140
257	65536	49174
257	262144	49540
257	1	49687
769	262144	51238
769	256	51375
1	262144	51566
769	65536	51583
1	524288	51690
257	262144	52167
769	256	52240
257	524288	52291
1	65536	52292
514	65536	52565
1	262144	52658
1	257	52805
514	0	53269
257	65536	53304
256	65536	53596
512	65536	53607
2	65536	53612
768	65536	53615
3	65536	53615
513	65536	53623
258	65536	53623
259	65536	53625
515	65536	53636
770	65536	53641
771	65536	53644
256	262144	53647
512	262144	53658
2	262144	53663
768	262144	53666
3	262144	53666
257	262144	53670
513	262144	53674
258	262144	53674
259	262144	53676
515	262144	53687
770	262144	53692
771	262144	53695
256	524288	53779
512	524288	53790
2	524288	53795
768	524288	53798
3	524288	53798
513	524288	53806
258	524288	53806
259	524288	53808
257	1	53817
515	524288	53819
770	524288	53824
771	524288	53827
769	262144	53837
514	65536	53952
769	256	53974
514	262144	53990
514	0	54127
769	262144	54329
769	256	54466
769	262144	54821
769	256	54958
514	262144	55222
1	262144	55254
769	262144	55313
514	0	55359
1	524288	55378
769	256	55450
769	65536	55658
514	262144	55714
514	0	55851
514	262144	56206
257	262144	56297
769	256	56326
514	0	56343
1	65536	56378
257	524288	56421
514	65536	56551
1	262144	56744
1	257	56891
514	0	57242
257	65536	57277
257	262144	57643
257	1	57790
769	262144	57924
769	256	58061
769	262144	58416
769	256	58553
514	262144	58835
769	262144	58908
514	0	58972
769	256	59045
514	262144	59327
1	262144	59340
769	262144	59400
1	524288	59464
514	0	59464
769	256	59537
769	65536	59745
514	262144	59819
514	0	59956
257	262144	60270
514	262144	60311
257	524288	60394
769	256	60421
514	0	60448
1	65536	60475
514	65536	60656
1	262144	60841
1	257	60988
514	0	61374
257	65536	61410
257	262144	61776
257	1	61923
769	262144	62028
769	256	62165
769	262144	62520
769	256	62657
514	262144	62986
769	262144	63012
514	0	63123
769	256	63149
1	262144	63437
514	262144	63478
769	262144	63504
1	524288	63561
514	0	63615
769	256	63641
769	65536	63849
514	262144	63970
514	0	64107
257	262144	64403
514	262144	64462
257	524288	64527
769	256	64533
1	65536	64585
514	0	64599
514	65536	64807
1	262144	64951
1	257	65098
514	0	65530
257	65536	65564
257	262144	65930
257	1	66077
769	262144	66185
769	256	66322
769	262144	66677
769	256	66814
514	262144	67151
769	262144	67169
514	0	67288
769	256	67306
1	262144	67547
514	262144	67643
769	262144	67661
1	524288	67671
514	0	67780
769	256	67798
769	65536	68006
514	262144	68135
514	0	68272
257	262144	68557
514	262144	68627
257	524288	68681
769	256	68698
1	65536	68751
514	0	68764
514	65536	68972
1	262144	69117
1	257	69264
514	0	69674
257	65536	69708
257	262144	70074
256	65536	70211
257	1	70221
512	65536	70222
2	65536	70227
768	65536	70230
3	65536	70230
513	65536	70238
258	65536	70238
259	65536	70240
515	65536	70251
770	65536	70256
771	65536	70259
256	262144	70262
512	262144	70273
2	262144	70278
768	262144	70281
3	262144	70281
513	262144	70289
258	262144	70289
259	262144	70291
515	262144	70302
770	262144	70307
771	262144	70310
769	262144	70359
256	524288	70394
512	524288	70405
2	524288	70410
768	524288	70413
3	524288	70413
513	524288	70421
258	524288	70421
259	524288	70423
515	524288	70434
770	524288	70439
771	524288	70442
769	256	70496
769	262144	70851
769	256	70988
514	262144	71276
769	262144	71343
514	0	71413
769	256	71480
1	262144	71713
514	262144	71768
769	262144	71835
1	524288	71837
514	0	71905
769	256	71972
769	65536	72180
514	262144	72260
514	0	72397
257	262144	72701
514	262144	72752
257	524288	72825
769	256	72877
514	0	72889
1	65536	72930
514	65536	73097
1	262144	73296
1	257	73443
514	0	73828
257	65536	73862
257	262144	74228
257	1	74375
769	262144	74545
769	256	74682
769	262144	75037
769	256	75174
514	262144	75456
769	262144	75529
514	0	75593
769	256	75666
1	262144	75892
514	262144	75948
1	524288	76016
769	262144	76021
514	0	76085
769	256	76158
769	65536	76366
514	262144	76440
514	0	76577
257	262144	76855
514	262144	76932
257	524288	76979
769	256	77023
514	0	77069
1	65536	77075
514	65536	77277
1	262144	77441
1	257	77588
514	0	77981
257	65536	78017
257	262144	78383
257	1	78530
769	262144	78656
769	256	78793
769	262144	79148
769	256	79285
514	262144	79588
769	262144	79640
514	0	79725
769	256	79777
1	262144	80037
514	262144	80080
769	262144	80132
1	524288	80161
514	0	80217
769	256	80269
769	65536	80477
514	262144	80572
514	0	80709
257	262144	81046
514	262144	81064
769	256	81145
257	524288	81170
1	65536	81198
514	0	81201
514	65536	81409
1	262144	81564
1	257	81711
514	0	82100
257	65536	82135
257	262144	82501
257	1	82648
769	262144	82779
769	256	82916
769	262144	83271
769	256	83408
514	262144	83693
769	262144	83763
514	0	83830
769	256	83900
1	262144	84160
514	262144	84185
769	262144	84255
1	524288	84284
514	0	84322
769	256	84392
769	65536	84600
514	262144	84677
514	0	84814
257	262144	85164
514	262144	85169
769	256	85276
257	524288	85288
514	0	85306
1	65536	85330
514	65536	85514
1	262144	85696
1	257	85843
514	0	86232
257	65536	86267
257	262144	86633
257	1	86780
256	65536	86826
512	65536	86837
2	65536	86842
768	65536	86845
3	65536	86845
513	65536	86853
258	65536	86853
259	65536	86855
515	65536	86866
770	65536	86871
771	65536	86874
256	262144	86877
512	262144	86888
2	262144	86893
768	262144	86896
3	262144	86896
513	262144	86904
258	262144	86904
259	262144	86906
515	262144	86917
769	262144	86919
770	262144	86922
771	262144	86925
256	524288	87009
512	524288	87020
2	524288	87025
768	524288	87028
3	524288	87028
513	524288	87036
258	524288	87036
259	524288	87038
515	524288	87049
770	524288	87054
769	256	87056
