77900	258	20	42	46	1	8519937	0	1
77906	257	20	42	172	5	8519937	0	1
79904	1	10	22	26	9	66305	256	257
79910	0	10	22	26	5	66305	256	257
79916	256	10	22	26	2	66305	256	257
79922	512	10	22	26	2	66305	256	257
80913	257	10	22	26	9	4260354	0	1
80919	513	10	22	26	3	4260354	0	1
80925	514	10	22	26	7	4260354	0	1
81058	769	20	42	46	9	12648449	256	257
81064	768	20	42	46	5	12648449	256	257
81070	512	20	42	46	1	12648449	256	257
81076	256	20	42	46	1	12648449	256	257
82013	514	20	42	46	9	8519937	0	1
82019	258	20	42	46	1	8519937	0	1
82025	257	20	42	171	5	8519937	0	1
84027	1	10	22	26	9	66305	256	257
84033	0	10	22	26	5	66305	256	257
84039	256	10	22	26	2	66305	256	257
84045	512	10	22	26	2	66305	256	257
85031	257	10	22	26	9	4260354	0	1
85037	513	10	22	26	3	4260354	0	1
85043	514	10	22	26	7	4260354	0	1
85189	769	20	42	46	9	12648449	256	257
85195	768	20	42	46	5	12648449	256	257
85201	512	20	42	46	1	12648449	256	257
85207	256	20	42	46	1	12648449	256	257
86145	514	20	42	46	9	8519937	0	1
86151	258	20	42	46	1	8519937	0	1
86157	257	20	42	171	5	8519937	0	1
88195	1	10	22	26	9	66305	256	257
88201	0	10	22	26	5	66305	256	257
88207	256	10	22	26	2	66305	256	257
88213	512	10	22	26	2	66305	256	257
89163	257	10	22	26	9	4260354	0	1
89169	513	10	22	26	3	4260354	0	1
89175	514	10	22	26	7	4260354	0	1
89337	769	20	42	46	9	12648449	256	257
89343	768	20	42	46	5	12648449	256	257
89349	512	20	42	46	1	12648449	256	257
89355	256	20	42	46	1	12648449	256	257
90301	514	20	42	46	9	8519937	0	1
90307	258	20	42	46	1	8519937	0	1
90313	257	20	42	170	5	8519937	0	1
92341	1	10	22	26	9	66305	256	257
92347	0	10	22	26	5	66305	256	257
92353	256	10	22	26	2	66305	256	257
92359	512	10	22	26	2	66305	256	257
93318	257	10	22	26	9	4260354	0	1
93324	513	10	22	26	3	4260354	0	1
93330	514	10	22	26	7	4260354	0	1
93502	769	20	42	46	9	12648449	256	257
93508	768	20	42	46	5	12648449	256	257
93514	512	20	42	46	1	12648449	256	257
93520	256	20	42	46	1	12648449	256	257
94445	514	20	42	46	9	8519937	0	1
94451	258	20	42	46	1	8519937	0	1
94457	257	20	42	171	5	8519937	0	1
96508	1	10	22	26	9	66305	256	257
96514	0	10	22	26	5	66305	256	257
96520	256	10	22	26	2	66305	256	257
96526	512	10	22	26	2	66305	256	257
97463	257	10	22	26	9	4260354	0	1
97469	513	10	22	26	3	4260354	0	1
97475	514	10	22	26	7	4260354	0	1
97681	769	20	42	46	9	12648449	256	257
97687	768	20	42	46	5	12648449	256	257
97693	512	20	42	46	1	12648449	256	257
97699	256	20	42	46	1	12648449	256	257
98599	514	20	42	46	9	8519937	0	1
98605	258	20	42	46	1	8519937	0	1
98611	257	20	42	170	5	8519937	0	1
100686	1	10	22	26	9	66305	256	257
100692	0	10	22	26	5	66305	256	257
100698	256	10	22	26	2	66305	256	257
100704	512	10	22	26	2	66305	256	257
101651	257	10	22	26	9	4260354	0	1
101657	513	10	22	26	3	4260354	0	1
101663	514	10	22	26	7	4260354	0	1
101827	769	20	42	46	9	12648449	256	257
101833	768	20	42	46	5	12648449	256	257
101839	512	20	42	46	1	12648449	256	257
101845	256	20	42	46	1	12648449	256	257
102752	514	20	42	46	9	8519937	0	1
102758	258	20	42	46	1	8519937	0	1
102764	257	20	42	171	5	8519937	0	1
104937	1	10	22	26	9	66305	256	257
104943	0	10	22	26	5	66305	256	257
104949	256	10	22	26	2	66305	256	257
104955	512	10	22	26	2	66305	256	257
105875	257	10	22	26	9	4260354	0	1
105881	513	10	22	26	3	4260354	0	1
105887	514	10	22	26	7	4260354	0	1
105984	769	20	42	46	9	12648449	256	257
105990	768	20	42	46	5	12648449	256	257
105996	512	20	42	46	1	12648449	256	257
106002	256	20	42	46	1	12648449	256	257
106906	514	20	42	46	9	8519937	0	1
106912	258	20	42	46	1	8519937	0	1
106918	257	20	42	171	5	8519937	0	1
109095	1	10	22	26	9	66305	256	257
109101	0	10	22	26	5	66305	256	257
109107	256	10	22	26	2	66305	256	257
109113	512	10	22	26	2	66305	256	257
110029	257	10	22	26	9	4260354	0	1
110035	513	10	22	26	3	4260354	0	1
110041	514	10	22	26	7	4260354	0	1
110150	769	20	42	46	9	12648449	256	257
110156	768	20	42	46	5	12648449	256	257
110162	512	20	42	46	1	12648449	256	257
110168	256	20	42	46	1	12648449	256	257
111073	514	20	42	46	9	8519937	0	1
111079	258	20	42	46	1	8519937	0	1
111085	257	20	42	171	5	8519937	0	1
113260	1	10	22	26	9	66305	256	257
113266	0	10	22	26	5	66305	256	257
113272	256	10	22	26	2	66305	256	257
113278	512	10	22	26	2	66305	256	257
114196	257	10	22	26	9	4260354	0	1
114202	513	10	22	26	3	4260354	0	1
114208	514	10	22	26	7	4260354	0	1
114333	769	20	42	46	9	12648449	256	257
114339	768	20	42	46	5	12648449	256	257
114345	512	20	42	46	1	12648449	256	257
114351	256	20	42	46	1	12648449	256	257
115264	514	20	42	46	9	8519937	0	1
115270	258	20	42	46	1	8519937	0	1
115276	257	20	42	171	5	8519937	0	1
117442	1	10	22	26	9	66305	256	257
117448	0	10	22	26	5	66305	256	257
117454	256	10	22	26	2	66305	256	257
117460	512	10	22	26	2	66305	256	257
118387	257	10	22	26	9	4260354	0	1
118393	513	10	22	26	3	4260354	0	1
118399	514	10	22	26	7	4260354	0	1
118533	769	20	42	46	9	12648449	256	257
118539	768	20	42	46	5	12648449	256	257
118545	512	20	42	46	1	12648449	256	257
118551	256	20	42	46	1	12648449	256	257
119443	514	20	42	46	9	8519937	0	1
119449	258	20	42	46	1	8519937	0	1
119455	257	20	42	170	5	8519937	0	1
121642	1	10	22	26	9	66305	256	257
121648	0	10	22	26	5	66305	256	257
121654	256	10	22	26	2	66305	256	257
121660	512	10	22	26	2	66305	256	257
122565	257	10	22	26	9	4260354	0	1
122571	513	10	22	26	3	4260354	0	1
122577	514	10	22	26	7	4260354	0	1
122747	769	20	42	46	9	12648449	256	257
122753	768	20	42	46	5	12648449	256	257
122759	512	20	42	46	1	12648449	256	257
122765	256	20	42	46	1	12648449	256	257
123632	514	20	42	46	9	8519937	0	1
123638	258	20	42	46	1	8519937	0	1
123644	257	20	42	170	5	8519937	0	1
125856	1	10	22	26	9	66305	256	257
125862	0	10	22	26	5	66305	256	257
125868	256	10	22	26	2	66305	256	257
125874	512	10	22	26	2	66305	256	257
126754	257	10	22	26	9	4260354	0	1
126760	513	10	22	26	3	4260354	0	1
126766	514	10	22	26	7	4260354	0	1
126928	769	20	42	46	9	12648449	256	257
126934	768	20	42	46	5	12648449	256	257
126940	512	20	42	46	1	12648449	256	257
126946	256	20	42	46	1	12648449	256	257
127820	514	20	42	46	9	8519937	0	1
127826	258	20	42	46	1	8519937	0	1
127832	257	20	42	171	5	8519937	0	1
130038	1	10	22	26	9	66305	256	257
130044	0	10	22	26	5	66305	256	257
130050	256	10	22	26	2	66305	256	257
130056	512	10	22	26	2	66305	256	257
130943	257	10	22	26	9	4260354	0	1
130949	513	10	22	26	3	4260354	0	1
130955	514	10	22	26	7	4260354	0	1
131085	769	20	42	46	9	12648449	256	257
131091	768	20	42	46	5	12648449	256	257
131097	512	20	42	46	1	12648449	256	257
131103	256	20	42	46	1	12648449	256	257
131974	514	20	42	46	9	8519937	0	1
131980	258	20	42	46	1	8519937	0	1
131986	257	20	42	171	5	8519937	0	1
134195	1	10	22	26	9	66305	256	257
134201	0	10	22	26	5	66305	256	257
134207	256	10	22	26	2	66305	256	257
134213	512	10	22	26	2	66305	256	257
135097	257	10	22	26	9	4260354	0	1
135103	513	10	22	26	3	4260354	0	1
135109	514	10	22	26	7	4260354	0	1
135251	769	20	42	46	9	12648449	256	257
135257	768	20	42	46	5	12648449	256	257
135263	512	20	42	46	1	12648449	256	257
135269	256	20	42	46	1	12648449	256	257
136141	514	20	42	46	9	8519937	0	1
136147	258	20	42	46	1	8519937	0	1
136153	257	20	42	171	5	8519937	0	1
138361	1	10	22	26	9	66305	256	257
138367	0	10	22	26	5	66305	256	257
138373	256	10	22	26	2	66305	256	257
138379	512	10	22	26	2	66305	256	257
139264	257	10	22	26	9	4260354	0	1
139270	513	10	22	26	3	4260354	0	1
139276	514	10	22	26	7	4260354	0	1
139434	769	20	42	46	9	12648449	256	257
139440	768	20	42	46	5	12648449	256	257
139446	512	20	42	46	1	12648449	256	257
139452	256	20	42	46	1	12648449	256	257
140332	514	20	42	46	9	8519937	0	1
140338	258	20	42	46	1	8519937	0	1
140344	257	20	42	171	5	8519937	0	1
142543	1	10	22	26	9	66305	256	257
142549	0	10	22	26	5	66305	256	257
142555	256	10	22	26	2	66305	256	257
142561	512	10	22	26	2	66305	256	257
143455	257	10	22	26	9	4260354	0	1
143461	513	10	22	26	3	4260354	0	1
143467	514	10	22	26	7	4260354	0	1
143634	769	20	42	46	9	12648449	256	257
143640	768	20	42	46	5	12648449	256	257
143646	512	20	42	46	1	12648449	256	257
143652	256	20	42	46	1	12648449	256	257
144511	514	20	42	46	9	8519937	0	1
144517	258	20	42	46	1	8519937	0	1
144523	257	20	42	170	5	8519937	0	1
146743	1	10	22	26	9	66305	256	257
146749	0	10	22	26	5	66305	256	257
146755	256	10	22	26	2	66305	256	257
146761	512	10	22	26	2	66305	256	257
147633	257	10	22	26	9	4260354	0	1
147639	513	10	22	26	3	4260354	0	1
147645	514	10	22	26	7	4260354	0	1
147848	769	20	42	46	9	12648449	256	257
147854	768	20	42	46	5	12648449	256	257
147860	512	20	42	46	1	12648449	256	257
147866	256	20	42	46	1	12648449	256	257
148700	514	20	42	46	9	8519937	0	1
148706	258	20	42	46	1	8519937	0	1
148712	257	20	42	170	5	8519937	0	1
150957	1	10	22	26	9	66305	256	257
150963	0	10	22	26	5	66305	256	257
150969	256	10	22	26	2	66305	256	257
150975	512	10	22	26	2	66305	256	257
151822	257	10	22	26	9	4260354	0	1
151828	513	10	22	26	3	4260354	0	1
151834	514	10	22	26	7	4260354	0	1
152029	769	20	42	46	9	12648449	256	257
152035	768	20	42	46	5	12648449	256	257
152041	512	20	42	46	1	12648449	256	257
152047	256	20	42	46	1	12648449	256	257
152888	514	20	42	46	9	8519937	0	1
152894	258	20	42	46	1	8519937	0	1
152900	257	20	42	171	5	8519937	0	1
155138	1	10	22	26	9	66305	256	257
155144	0	10	22	26	5	66305	256	257
155150	256	10	22	26	2	66305	256	257
155156	512	10	22	26	2	66305	256	257
156011	257	10	22	26	9	4260354	0	1
156017	513	10	22	26	3	4260354	0	1
156023	514	10	22	26	7	4260354	0	1
156186	769	20	42	46	9	12648449	256	257
156192	768	20	42	46	5	12648449	256	257
156198	512	20	42	46	1	12648449	256	257
156204	256	20	42	46	1	12648449	256	257
157042	514	20	42	46	9	8519937	0	1
157048	258	20	42	46	1	8519937	0	1
157054	257	20	42	171	5	8519937	0	1
159296	1	10	22	26	9	66305	256	257
159302	0	10	22	26	5	66305	256	257
159308	256	10	22	26	2	66305	256	257
159314	512	10	22	26	2	66305	256	257
160165	257	10	22	26	9	4260354	0	1
160171	513	10	22	26	3	4260354	0	1
160177	514	10	22	26	7	4260354	0	1
160352	769	20	42	46	9	12648449	256	257
160358	768	20	42	46	5	12648449	256	257
160364	512	20	42	46	1	12648449	256	257
160370	256	20	42	46	1	12648449	256	257
161209	514	20	42	46	9	8519937	0	1
161215	258	20	42	46	1	8519937	0	1
161221	257	20	42	171	5	8519937	0	1
163462	1	10	22	26	9	66305	256	257
163468	0	10	22	26	5	66305	256	257
163474	256	10	22	26	2	66305	256	257
163480	512	10	22	26	2	66305	256	257
164332	257	10	22	26	9	4260354	0	1
164338	513	10	22	26	3	4260354	0	1
164344	514	10	22	26	7	4260354	0	1
164535	769	20	42	46	9	12648449	256	257
164541	768	20	42	46	5	12648449	256	257
164547	512	20	42	46	1	12648449	256	257
164553	256	20	42	46	1	12648449	256	257
165400	514	20	42	46	9	8519937	0	1
165406	258	20	42	46	1	8519937	0	1
165412	257	20	42	171	5	8519937	0	1
167646	1	10	22	26	9	66305	256	257
167652	0	10	22	26	5	66305	256	257
167658	256	10	22	26	2	66305	256	257
167664	512	10	22	26	2	66305	256	257
168523	257	10	22	26	9	4260354	0	1
168529	513	10	22	26	3	4260354	0	1
168535	514	10	22	26	7	4260354	0	1
168735	769	20	42	46	9	12648449	256	257
168741	768	20	42	46	5	12648449	256	257
168747	512	20	42	46	1	12648449	256	257
168753	256	20	42	46	1	12648449	256	257
169579	514	20	42	46	9	8519937	0	1
169585	258	20	42	46	1	8519937	0	1
169591	257	20	42	170	5	8519937	0	1
171844	1	10	22	26	9	66305	256	257
171850	0	10	22	26	5	66305	256	257
171856	256	10	22	26	2	66305	256	257
171862	512	10	22	26	2	66305	256	257
172701	257	10	22	26	9	4260354	0	1
172707	513	10	22	26	3	4260354	0	1
172713	514	10	22	26	7	4260354	0	1
172949	769	20	42	46	9	12648449	256	257
172955	768	20	42	46	5	12648449	256	257
172961	512	20	42	46	1	12648449	256	257
172967	256	20	42	46	1	12648449	256	257
173768	514	20	42	46	9	8519937	0	1
173774	258	20	42	46	1	8519937	0	1
173780	257	20	42	170	5	8519937	0	1
176060	1	10	22	26	9	66305	256	257
176066	0	10	22	26	5	66305	256	257
176072	256	10	22	26	2	66305	256	257
176078	512	10	22	26	2	66305	256	257
176890	257	10	22	26	9	4260354	0	1
176896	513	10	22	26	3	4260354	0	1
176902	514	10	22	26	7	4260354	0	1
177130	769	20	42	46	9	12648449	256	257
177136	768	20	42	46	5	12648449	256	257
177142	512	20	42	46	1	12648449	256	257
177148	256	20	42	46	1	12648449	256	257
177956	514	20	42	46	9	8519937	0	1
177962	258	20	42	46	1	8519937	0	1
177968	257	20	42	171	5	8519937	0	1
180239	1	10	22	26	9	66305	256	257
180245	0	10	22	26	5	66305	256	257
180251	256	10	22	26	2	66305	256	257
180257	512	10	22	26	2	66305	256	257
181079	257	10	22	26	9	4260354	0	1
181085	513	10	22	26	3	4260354	0	1
181091	514	10	22	26	7	4260354	0	1
181287	769	20	42	46	9	12648449	256	257
181293	768	20	42	46	5	12648449	256	257
181299	512	20	42	46	1	12648449	256	257
181305	256	20	42	46	1	12648449	256	257
182110	514	20	42	46	9	8519937	0	1
182116	258	20	42	46	1	8519937	0	1
182122	257	20	42	171	5	8519937	0	1
184397	1	10	22	26	9	66305	256	257
184403	0	10	22	26	5	66305	256	257
184409	256	10	22	26	2	66305	256	257
184415	512	10	22	26	2	66305	256	257
185233	257	10	22	26	9	4260354	0	1
185239	513	10	22	26	3	4260354	0	1
185245	514	10	22	26	7	4260354	0	1
185453	769	20	42	46	9	12648449	256	257
185459	768	20	42	46	5	12648449	256	257
185465	512	20	42	46	1	12648449	256	257
185471	256	20	42	46	1	12648449	256	257
186277	514	20	42	46	9	8519937	0	1
186283	258	20	42	46	1	8519937	0	1
186289	257	20	42	171	5	8519937	0	1
188562	1	10	22	26	9	66305	256	257
188568	0	10	22	26	5	66305	256	257
188574	256	10	22	26	2	66305	256	257
188580	512	10	22	26	2	66305	256	257
189400	257	10	22	26	9	4260354	0	1
189406	513	10	22	26	3	4260354	0	1
189412	514	10	22	26	7	4260354	0	1
189636	769	20	42	46	9	12648449	256	257
189642	768	20	42	46	5	12648449	256	257
189648	512	20	42	46	1	12648449	256	257
189654	256	20	42	46	1	12648449	256	257
190468	514	20	42	46	9	8519937	0	1
190474	258	20	42	46	1	8519937	0	1
190480	257	20	42	171	5	8519937	0	1
192747	1	10	22	26	9	66305	256	257
192753	0	10	22	26	5	66305	256	257
192759	256	10	22	26	2	66305	256	257
192765	512	10	22	26	2	66305	256	257
193591	257	10	22	26	9	4260354	0	1
193597	513	10	22	26	3	4260354	0	1
193603	514	10	22	26	7	4260354	0	1
193836	769	20	42	46	9	12648449	256	257
193842	768	20	42	46	5	12648449	256	257
193848	512	20	42	46	1	12648449	256	257
193854	256	20	42	46	1	12648449	256	257
194647	514	20	42	46	9	8519937	0	1
194653	258	20	42	46	1	8519937	0	1
194659	257	20	42	170	5	8519937	0	1
196947	1	10	22	26	9	66305	256	257
196953	0	10	22	26	5	66305	256	257
196959	256	10	22	26	2	66305	256	257
196965	512	10	22	26	2	66305	256	257
197769	257	10	22	26	9	4260354	0	1
197775	513	10	22	26	3	4260354	0	1
197781	514	10	22	26	7	4260354	0	1
198050	769	20	42	46	9	12648449	256	257
198056	768	20	42	46	5	12648449	256	257
198062	512	20	42	46	1	12648449	256	257
198068	256	20	42	46	1	12648449	256	257
198836	514	20	42	46	9	8519937	0	1
198842	258	20	42	46	1	8519937	0	1
198848	257	20	42	170	5	8519937	0	1
201161	1	10	22	26	9	66305	256	257
201167	0	10	22	26	5	66305	256	257
201173	256	10	22	26	2	66305	256	257
201179	512	10	22	26	2	66305	256	257
201958	257	10	22	26	9	4260354	0	1
201964	513	10	22	26	3	4260354	0	1
201970	514	10	22	26	7	4260354	0	1
202231	769	20	42	46	9	12648449	256	257
202237	768	20	42	46	5	12648449	256	257
202243	512	20	42	46	1	12648449	256	257
202249	256	20	42	46	1	12648449	256	257
203024	514	20	42	46	9	8519937	0	1
203030	258	20	42	46	1	8519937	0	1
203036	257	20	42	171	5	8519937	0	1
205340	1	10	22	26	9	66305	256	257
205346	0	10	22	26	5	66305	256	257
205352	256	10	22	26	2	66305	256	257
205358	512	10	22	26	2	66305	256	257
206147	257	10	22	26	9	4260354	0	1
206153	513	10	22	26	3	4260354	0	1
206159	514	10	22	26	7	4260354	0	1
206388	769	20	42	46	9	12648449	256	257
206394	768	20	42	46	5	12648449	256	257
206400	512	20	42	46	1	12648449	256	257
206406	256	20	42	46	1	12648449	256	257
207178	514	20	42	46	9	8519937	0	1
207184	258	20	42	46	1	8519937	0	1
207190	257	20	42	171	5	8519937	0	1
209497	1	10	22	26	9	66305	256	257
209503	0	10	22	26	5	66305	256	257
209509	256	10	22	26	2	66305	256	257
209515	512	10	22	26	2	66305	256	257
210301	257	10	22	26	9	4260354	0	1
210307	513	10	22	26	3	4260354	0	1
210313	514	10	22	26	7	4260354	0	1
210554	769	20	42	46	9	12648449	256	257
210560	768	20	42	46	5	12648449	256	257
210566	512	20	42	46	1	12648449	256	257
210572	256	20	42	46	1	12648449	256	257
211345	514	20	42	46	9	8519937	0	1
211351	258	20	42	46	1	8519937	0	1
211357	257	20	42	171	5	8519937	0	1
213663	1	10	22	26	9	66305	256	257
213669	0	10	22	26	5	66305	256	257
213675	256	10	22	26	2	66305	256	257
213681	512	10	22	26	2	66305	256	257
214468	257	10	22	26	9	4260354	0	1
214474	513	10	22	26	3	4260354	0	1
214480	514	10	22	26	7	4260354	0	1
214737	769	20	42	46	9	12648449	256	257
214743	768	20	42	46	5	12648449	256	257
214749	512	20	42	46	1	12648449	256	257
214755	256	20	42	46	1	12648449	256	257
215536	514	20	42	46	9	8519937	0	1
215542	258	20	42	46	1	8519937	0	1
215548	257	20	42	171	5	8519937	0	1
217847	1	10	22	26	9	66305	256	257
217853	0	10	22	26	5	66305	256	257
217859	256	10	22	26	2	66305	256	257
217865	512	10	22	26	2	66305	256	257
218659	257	10	22	26	9	4260354	0	1
218665	513	10	22	26	3	4260354	0	1
218671	514	10	22	26	7	4260354	0	1
218937	769	20	42	46	9	12648449	256	257
218943	768	20	42	46	5	12648449	256	257
218949	512	20	42	46	1	12648449	256	257
218955	256	20	42	46	1	12648449	256	257
219715	514	20	42	46	9	8519937	0	1
219721	258	20	42	46	1	8519937	0	1
219727	257	20	42	170	5	8519937	0	1
222048	1	10	22	26	9	66305	256	257
222054	0	10	22	26	5	66305	256	257
222060	256	10	22	26	2	66305	256	257
222066	512	10	22	26	2	66305	256	257
222837	257	10	22	26	9	4260354	0	1
222843	513	10	22	26	3	4260354	0	1
222849	514	10	22	26	7	4260354	0	1
223151	769	20	42	46	9	12648449	256	257
223157	768	20	42	46	5	12648449	256	257
223163	512	20	42	46	1	12648449	256	257
223169	256	20	42	46	1	12648449	256	257
223904	514	20	42	46	9	8519937	0	1
223910	258	20	42	46	1	8519937	0	1
223916	257	20	42	170	5	8519937	0	1
226261	1	10	22	26	9	66305	256	257
226267	0	10	22	26	5	66305	256	257
226273	256	10	22	26	2	66305	256	257
226279	512	10	22	26	2	66305	256	257
227026	257	10	22	26	9	4260354	0	1
227032	513	10	22	26	3	4260354	0	1
227038	514	10	22	26	7	4260354	0	1
227332	769	20	42	46	9	12648449	256	257
227338	768	20	42	46	5	12648449	256	257
227344	512	20	42	46	1	12648449	256	257
227350	256	20	42	46	1	12648449	256	257
228365	514	20	42	46	9	8519937	0	1
228371	258	20	42	46	1	8519937	0	1
228377	257	20	42	170	5	8519937	0	1
230443	1	10	22	26	9	66305	256	257
230449	0	10	22	26	5	66305	256	257
230455	256	10	22	26	2	66305	256	257
230461	512	10	22	26	2	66305	256	257
231487	257	10	22	26	9	4260354	0	1
231493	513	10	22	26	3	4260354	0	1
231499	514	10	22	26	7	4260354	0	1
231489	769	20	42	46	9	12648449	256	257
231495	768	20	42	46	5	12648449	256	257
231501	512	20	42	46	1	12648449	256	257
231507	256	20	42	46	1	12648449	256	257
232210	514	20	42	46	9	8519937	0	1
232216	258	20	42	46	1	8519937	0	1
232222	257	20	42	172	5	8519937	0	1
234598	1	10	22	26	9	66305	256	257
234604	0	10	22	26	5	66305	256	257
234610	256	10	22	26	2	66305	256	257
